음식점 이름,음식점 주소,전화번호,태그,특징,상세페이지 주소,좌표,lat,lon,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,img,주차시설,가성비,반려동물동반,위생,로컬 맛집,조용한,좋은 분위기,오션뷰,뷰가 좋은,theme,리뷰,id
아라파파,제주특별자치도 제주시 국기로3길 2,064-725-8204,"간식, 차모임","조용한, 오션뷰, 아침식사, 점심식사, 무료주차",https://www.diningcode.com/profile.php?rid=1urfjVQbifik,"{'lat': '33.4784597366205', 'lng': '126.490899635216'}",33.47845974,126.4908996,8:00,22:00,8:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ac7e6c07-92b8-4412-8063-924d6df6ec1a.jpg,True,False,False,False,False,True,False,True,False,"#베이커리 #홍차밀크잼 #제주도3대빵집
#음식 #빵 #아메리카노 #카페라떼 #카페모카 #카푸치노 #카라멜마끼아또 #샌드위치 #샤케라또 #아포가토 #바닐라라떼 #에스프레소 #에스프레소콘파냐 #에스프레소마키아또 #차 #레몬차 #유자차 #녹차 #홍차 #허브티 #발효차 #라떼 #녹차라떼 #고구마라떼 #밀크티 #진저라떼 #스무디 #계절과일스무디 #요거트스무디 #쉐이크 #생과일주스 #아이스티 #복숭아아이스티 #레몬아이스티 #레몬에이드 #에이드 #유자에이드 #팥빙수 #잼 #바게트 #도너츠 #크로아상 #토스트 #햄치즈토스트 #쿠키 #케이크",94.0,34
젠하이드어웨이,제주특별자치도 서귀포시 안덕면 사계남로 186-8,064-794-0133,"데이트, 기념일","경관/야경이좋은, 오션뷰, 점심식사, 저녁식사, 바다가보이는, 유아의자, 무료주차",https://www.diningcode.com/profile.php?rid=uoeYxWcCpBuw,"{'lat': '33.2292855231565', 'lng': '126.308516321833'}",33.22928552,126.3085163,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202111/05/4542992b-1bcf-4844-ad37-ff6ee16e20e4.JPG,True,False,False,False,False,False,False,True,True,"#차롱박스 #까수엘라 #팟타이
#디저트 #케이크 #음식 #파스타 #샐러드 #치킨샐러드 #감자튀김 #스테이크 #피쉬&칩스 #해산물파스타 #꽃게 #꽃게파스타 #홍합스튜 #크림스프 #연어샐러드 #문어샐러드 #치즈샐러드 #리코타치즈샐러드 #시저샐러드 #버섯샐러드 #라구파스타 #새우로제파스타 #크로칸테 #바질페스토파스타 #오일파스타 #아라비아타스파게티 #까르보나라 #안심스테이크 #랍스터 #참치타다키 #튀김 #해산물샐러드 #해산물 #볶음밥 #새우볶음밥 #소고기볶음밥 #해물볶음밥 #탄탄면 #볶음국수 #쌀국수 #해물쌀국수 #소고기쌀국수 #꽃등심스테이크",91.1,35
리듬,제주특별자치도 제주시 무근성7길 11,070-7785-9160,"간식, 데이트","조용한, 빈티지, 반려동물동반",https://www.diningcode.com/profile.php?rid=OeSey8Rk62Ze,"{'lat': '33.5138328087284', 'lng': '126.519768061206'}",33.51383281,126.5197681,11:00,20:00,11:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202111/04/a743c4c8-1677-43db-b9bf-7fb03f05e80a.jpg,False,False,True,False,False,True,False,False,False,"#카페 #라떼 #밀크티
#에이드 #쌀다방라떼 #음식 #디저트 #빵 #아메리카노 #카페라떼 #플랫화이트 #바닐라빈라떼 #아인슈페너 #블랙티 #초코라떼 #베이커리",80.0,36
리보스코화덕피자연동점,제주특별자치도 제주시 수목원길 27,0507-1448-0906,"데이트, 아이와함께","아이랑, 예약, 테라스, 반려동물동반, 주차, 배달",https://www.diningcode.com/profile.php?rid=2fsFD3IZ1kIg,"{'lat': '33.4694460541333', 'lng': '126.487858537103'}",33.46944605,126.4878585,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202111/15/6ddf9c85-9847-43dd-9ac4-9d36b41c4f15.jpg,True,False,True,False,False,False,False,False,True,"#샐러드 #피자 #화덕피자
#돈까스 #양식 #음식 #고르곤졸라화덕피자 #페퍼로니피자 #고르곤졸라피자 #자몽에이드 #에이드 #돈가스",53.0,37
명월국민학교,제주특별자치도 제주시 한림읍 명월로 48,0507-1341-1955,"차모임, 아이동반","경관/야경이좋은, 아이랑, 테라스, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=QG0PbY3yvNAW,"{'lat': '33.3889031451126', 'lng': '126.264848690587'}",33.38890315,126.2648487,11:00,19:00,11:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/201812/17/518acb87-3bcf-44e7-b866-993976dd6efc.jpg,True,False,True,False,False,False,False,False,True,"#갤러리 #카페 #커피
#음식 #차 #청귤차 #꽃차 #아메리카노 #바닐라라떼 #카페라떼 #녹차라떼 #2022고메페스타 #라떼 #카푸치노 #티라미수 #카라멜라떼 #카페모카 #얼그레이 #캐모마일 #페퍼민트 #자몽차 #에이드 #자몽에이드 #미숫가루라떼 #초코라떼 #밀크티 #아이스티 #떡볶이 #어묵 #돈까스 #주스 #케이크 #치즈케이크 #아이스크림",84.1,38
녹차고을,제주특별자치도 제주시 애월읍 하귀동남4길 13-1,0507-1425-1781,"한식대첩, 가족외식, 데이트","고급스러운, 향토음식, 아침식사, 점심식사, 무료주차",https://www.diningcode.com/profile.php?rid=Kj4gVLH6mdUe,"{'lat': '33.4818689264343', 'lng': '126.413089283632'}",33.48186893,126.4130893,9:30,17:00,9:30,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/56b674a8-9d9d-4978-82ac-b8f43ee1b477.jpg,True,False,False,False,False,False,True,False,False,"#칼국수 #전복구이 #고사리육개장
#흑돼지안심 #떡갈비 #한식대첩 #우수관광사업체 #음식 #안전여행스탬프 #2022고메페스타 #스테이크 #육개장 #전복찜 #들깨칼국수 #훈제연어 #새우구이 #샐러드 #오삼불고기 #코스요리 #아메리카노 #에이드 #유자차 #유자에이드 #망고주스 #술 #수제맥주 #와인 #레드와인 #화이트와인",78.8,39
버터모닝,제주특별자치도 제주시 애월읍 하광로 279,064-712-0461,간식,"깔끔한, 예약, 예약필수, 예약가능, 무료주차",https://www.diningcode.com/profile.php?rid=P8hSYOcYqxjx,"{'lat': '33.4642534000856', 'lng': '126.422961306682'}",33.4642534,126.4229613,10:30,14:30,10:30,14:30,https://api.cdn.visitjeju.net/photomng/imgpath/202111/09/05ea8746-7bcc-45c7-8785-68747df81a50.jpg,True,False,False,True,False,False,False,False,False,"#카페 #빵집 #치즈타르트
#음식 #빵 #에그타르트 #카페라떼 #눈꽃우유빙수 #생크림케익 #아메리카노 #팥빙수 #케이크",66.7,40
으뜨미,제주특별자치도 제주시 구좌읍 송당리 산 66-2,064-784-4820,"다코숨은맛집, 가족외식, 아이동반","서민적인, 지역주민이찾는, 아침식사, 점심식사, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=G9OCuGhgNp8T,"{'lat': '33.4572428137559', 'lng': '126.756109372935'}",33.45724281,126.7561094,9:30,15:00,9:30,15:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/69c71124-e516-422d-acc6-5cd1a0e3cbb5.jpg,True,True,True,False,True,False,False,False,False,"#커피 #음료 #샌드위치
#음식 #숲 #아메리카노 #카페라떼 #카페모카 #포토스팟 #루이보스 #청귤차 #핫초코",110.5,41
카페루시아본점,제주특별자치도 서귀포시 안덕면 난드르로 49-17,064-738-8879,"데이트, 차모임","경관/야경이좋은, 오션뷰, 아침식사, 점심식사, 야외테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=hFKUNuNIGqM2,"{'lat': '33.2352212649383', 'lng': '126.363080109987'}",33.23522126,126.3630801,9:30,20:30,9:30,20:30,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/21587437-5613-43b8-9205-85038cad21c2.jpg,True,False,False,False,False,False,False,True,True,"#카페 #커피 #아메리카노
#음식 #카페라떼 #에이드 #젤라또 #빵 #디저트 #에스프레소 #카푸치노 #바닐라라떼 #코코넛라떼 #아인슈페너 #카페모카 #아포가토 #초코라떼 #그린티라떼 #라떼 #스무디 #애플망고스무디 #딸기스무디 #블루베리스무디 #차 #유자차 #청귤차 #카모마일 #루이보스 #페퍼민트",98.1,42
바다는안보여요,제주특별자치도 제주시 구좌읍 종달로5길 31-1,064-782-4518,혼술,"예쁜, 느낌있는, 테이크아웃, 주차",https://www.diningcode.com/profile.php?rid=JonvFg8OUVr5,"{'lat': '33.4933669045792', 'lng': '126.89943069728'}",33.4933669,126.8994307,10:00,22:00,10:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3aeb450a-1e9f-4e77-8a49-3b88c706248a.jpg,True,False,False,False,False,False,False,False,False,"#카페 #당근주수 #제주당근
#음식 #핸드드립커피 #에스프레소 #아메리카노 #주스 #핸드드립과테말라 #핸드드립케냐 #핸드드립콜롬비아슈프리모 #카페라떼 #라떼 #에이드 #패션후르츠에이드 #유자에이드 #쉐이크 #초코라떼 #밀크티 #아이스티 #복숭아아이스티 #차 #녹차 #유자차 #얼그레이 #홍차 #토스트 #떡볶이 #매운떡볶이 #새우볶음밥 #볶음밥 #햄야채볶음밥 #술 #칵테일 #반건조오징어 #돔베고기 #고기국수",65.6,43
와토커피,제주특별자치도 서귀포시 대정읍 동일하모로 238,0507-1407-1452,"혼카페, 차모임","캐주얼한, 깔끔한, 테이크아웃, 아기의자, 주차",https://www.diningcode.com/profile.php?rid=i42PBYxBm5nO,"{'lat': '33.2254623283564', 'lng': '126.256537961739'}",33.22546233,126.256538,8:00,18:30,8:00,18:30,https://api.cdn.visitjeju.net/photomng/imgpath/202111/16/b5d7f600-5388-4c62-af62-0d4c4429529c.jpg,True,False,False,True,False,False,True,False,False,"#카페 #커피 #비엔나커피
#와토알프스 #음식 #과일주스 #아메리카노 #얼그레이 #고구마라떼 #녹차라떼 #초코라떼 #에이드 #레몬에이드 #패션후르츠에이드 #스무디 #요거트스무디 #코코넛스무디 #아포가토 #그린티라떼 #블루베리요거트스무디 #크림라떼 #플랫화이트 #카페라떼 #카푸치노 #바닐라라떼 #카페모카 #카라멜마끼아또 #에스프레소 #차 #레몬차 #캐모마일 #루이보스 #레몬그라스 #머핀 #베이글 #케이크 #치즈케이크 #초코케이크",92.6,44
월정리갈비밥,제주특별자치도 제주시 구좌읍 월정7길 46,0507-1406-0430,"데이트, 아이와함께","깔끔한, 아이랑, 점심식사, 저녁식사, 셀프바, 아기의자, 무료주차",https://www.diningcode.com/profile.php?rid=JWCARKeHVYJn,"{'lat': None, 'lng': None}",33.55485553,126.796786,11:00,20:00,11:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/b76d629b-2caa-4826-8241-8630dd86196e.jpg,True,False,False,True,False,False,False,False,False,"#갈비초밥 #갈비따로덮밥 #냉면
#음식 #레몬에이드 #갈비 #양념갈비 #2022고메페스타 #덮밥 #갈비구이 #물냉면 #비빔냉면 #멘보샤 #에이드",99.3,45
육성가성산흑돼지,제주특별자치도 서귀포시 성산읍 해맞이해안로 2768,0507-1472-0705,"가족외식, 부모님","깔끔한, 예약, 저녁식사, 셀프바, 무료주차",https://www.diningcode.com/profile.php?rid=NzDHZdA6JGv3,"{'lat': '33.4691707702271', 'lng': '126.920275384581'}",33.46917077,126.9202754,12:00,22:00,12:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d534b110-8386-40cc-940a-e3b0611c9720.jpg,True,False,False,True,False,False,False,False,False,"#케이크 #수제케이크 #카페
#음식 #커피 #녹차라떼 #디저트 #빵 #아메리카노 #카페라떼 #바닐라라떼 #카푸치노 #초코라떼 #딸기라떼 #라떼 #말차라떼 #차 #카모마일 #자몽차 #에이드 #레몬에이드 #자몽에이드 #스무디 #딸기스무디 #블루베리스무디 #요거트스무디 #딸기요거트스무디 #블루베리요거트스무디 #플레인요거트스무디",66.2,46
글라글라하와이,제주특별자치도 서귀포시 대정읍 하모항구로 70,0507-1410-2737,"데이트, 가족외식","이국적/이색적, 안주, 점심식사, 저녁식사, 반려동물동반, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=f31XGToTAT8z,"{'lat': '33.2196479995352', 'lng': '126.251395570743'}",33.219648,126.2513956,11:30,23:00,11:30,23:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/6580b1db-c775-4a1b-8fdf-8f8933073047.jpg,True,False,True,False,False,False,False,False,False,"#피쉬앤칩스 #해물찜 #디저트
#음식 #햄버거 #수제맥주 #2022고메페스타 #피쉬&칩스 #수제버거 #딱새우찜 #새우볶음밥 #볶음밥 #덮밥 #연어덮밥 #바게트 #감자튀김 #술 #생맥주 #흑맥주 #칵테일 #진토닉칵테일 #와인 #레드와인 #화이트와인 #하우스와인 #스무디 #코코넛스무디 #망고스무디 #피나콜라다요거트스무디 #키위스무디 #딸기스무디 #망고요거트스무디 #에이드 #레몬에이드 #유자에이드 #자몽에이드 #패션후르츠에이드 #주스 #키위주스 #망고주스 #바나나주스 #차 #유자차 #청귤차 #생강차 #레몬차 #자몽차 #아메리카노 #라떼 #코코넛라떼 #핫초코 #아이스초코 #사과파이 #브라우니 #호두파이 #케이크",77.8,47
미엘드세화,제주특별자치도 제주시 구좌읍 해맞이해안로 1464,064-782-6070,"차모임, 데이트","예쁜, 조용한, 테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=JTYIi6RznCM8,"{'lat': '33.5245259517064', 'lng': '126.861844111376'}",33.52452595,126.8618441,10:00,18:00,10:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/85f0845a-2a77-44c3-a2f2-c6d6f73b061b.jpg,True,False,False,False,False,True,False,False,True,"#카페 #커피 #케이크
#디저트 #음식 #아메리카노 #생크림케익 #밀크티 #에스프레소 #카푸치노 #카페라떼 #카라멜마끼아또 #카페모카 #차 #유자차 #유자에이드 #패션후르츠에이드 #홍차 #얼그레이 #허브티 #카모마일 #루이보스 #페퍼민트 #에이드",73.8,48
애월튀김간,제주특별자치도 제주시 애월읍 애월로 118,064-799-6351,혼밥,"깨끗, 매콤, 점심식사, 저녁식사, 반려동물동반, 주차",https://www.diningcode.com/profile.php?rid=qV0J3foRwvzZ,"{'lat': '33.4644268662081', 'lng': '126.319786358419'}",33.46442687,126.3197864,10:00,22:00,10:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202111/22/bb05ebb4-af4c-451f-bf6c-934c546d7d8d.jpg,True,False,True,True,False,False,False,False,False,"#빵집 #베이커리 #보리빵
#음식 #빵 #찰보리빵 #팥빵",69.4,49
아이스크림연구소,제주시 우도면 우도봉길 47,0507-1314-7578,"간식, 데이트","예쁜, 예약, 아침식사, 점심식사, 반려동물동반, 장애인편의시설, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=M71XwEnib9gz,"{'lat': '33.4935497327458', 'lng': '126.959660037926'}",33.49354973,126.95966,9:00,18:00,9:00,18:00, https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/435af3cd-988c-44b5-8f9d-d0469fc92403.jpg,True,False,True,False,False,False,False,False,False,"#아이스크림 #녹차아이스크림 #감귤아이스크림
#카페 #음식 #우도 #젤라또 #아메리카노 #요거트스무디 #자몽에이드 #아포가토 #아이스티 #복숭아아이스티 #레몬아이스티 #녹차라떼 #핫초코 #스무디 #허브티 #캐모마일 #루이보스 #레몬그라스 #카페라떼 #카페모카 #바닐라라떼 #토스트",77.8,50
연이네식당,제주특별자치도 제주시 우도면 우도해안길 662-1,064-783-2277,"간식, 데이트","경관/야경이좋은, 오션뷰, 정원, 야외자리, 무료주차",https://www.diningcode.com/profile.php?rid=8rBU9zz6DOC5,"{'lat': '33.5220185698414', 'lng': '126.956966282022'}",33.52201857,126.9569663,09:30,17:00,09:30,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202111/24/55e17bc6-88e6-427a-929c-e8e43bbd7eea.jpg,True,False,False,False,False,False,False,True,True,"#한라봉에이드 #땅콩스무디 #아이스크림
#빙수 #음식 #팥빙수 #디저트 #핫도그 #과일빙수 #아메리카노 #에스프레소 #아이스티 #카페라떼 #카푸치노 #코코아 #바닐라라떼 #카페모카 #밀크티 #카라멜마끼아또 #라떼 #차 #레몬차 #청귤차 #주스 #에이드 #레몬에이드 #스무디 #술 #칵테일 #모히또 #위스키",66.2,51
원앤온리,제주특별자치도 서귀포시 안덕면 산방로 141,0507-1323-6186,"배틀트립, 데이트, 차모임","경관/야경이좋은, 오션뷰, 아침식사, 점심식사, 저녁식사, 테라스, 야외테라스, 무료주차",https://www.diningcode.com/profile.php?rid=Q9mtTa2egf2T,"{'lat': '33.2392235100208', 'lng': '126.319190550487'}",33.23922351,126.3191906,9:00,19:00,9:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/201907/01/be2e51b1-b177-4f7f-9693-6e28807ba7f6.jpg,True,False,False,False,False,False,False,True,True,"#커플 #혼자 #친구
#휴식/힐링 #경관/포토 #청년 #음식 #포토스팟 #아보카도샐러드 #리코타치즈샐러드 #브런치 #파스타 #햄버거 #감자튀김 #치킨 #아메리카노 #카페라떼 #식당 #라구파스타 #샌드위치 #샐러드 #치킨버거 #순살치킨 #케이크 #딸기요거트 #카페모카 #바닐라라떼 #코코넛라떼 #딸기라떼 #말차라떼 #초코라떼 #아이스티 #라떼 #차 #밀크티 #얼그레이 #캐모마일 #페퍼민트 #레몬차 #자몽차 #스파클링",144.2,52
지붕위제주바다,제주특별자치도 제주시 구좌읍 평대2길 17,070-8875-7812,혼밥,"깔끔한, 오션뷰, 점심식사, 바다가보이는, 무료주차",https://www.diningcode.com/profile.php?rid=1OcV2zbfdbl6,"{'lat': '33.5328700952096', 'lng': '126.837500127604'}",33.5328701,126.8375001,11:00,18:30,11:00,18:30,https://api.cdn.visitjeju.net/photomng/imgpath/202111/24/c854cb67-defd-4ac0-a6dc-de1f5e29a87e.jpg,True,False,False,True,False,False,False,True,False,"#떡볶이 #전복밥 #쫄탱떡볶이
#카페 #음식 #즉석떡볶이 #치즈떡볶이 #전복버터구이 #에이드 #전복 #전복구이 #주먹밥 #튀김 #왕새우튀김 #김말이튀김 #오징어튀김 #고구마튀김 #아메리카노 #레몬에이드 #청포도에이드 #자몽에이드 #주스 #모둠튀김",75.6,53
